payment_id,client_id,account_id,payment_date,direction,payment_type,currency,amount,counterparty_country,status
PAY-00005018,CLIENT-0297,ACC-000877,2024-12-04,INBOUND,CARD,USD,71700.39,CA,SETTLED
PAY-00005019,CLIENT-0093,ACC-000263,2026-06-15,OUTBOUND,BOOK_TRANSFER,MXN,188785.06,CA,SETTLED
PAY-00005020,CLIENT-0345,ACC-001010,2025-05-05,INBOUND,REAL_TIME_PAYMENT,USD,8768.86,AU,SETTLED
PAY-00005021,CLIENT-0012,ACC-000027,2026-06-25,OUTBOUND,ACH,CAD,595.38,JP,SETTLED
PAY-00005022,CLIENT-0028,ACC-000077,2025-09-10,INBOUND,SEPA,USD,5412.30,IN,SETTLED
PAY-00005023,CLIENT-0354,ACC-001038,2025-09-21,OUTBOUND,SEPA,EUR,91971.63,IN,SETTLED
PAY-00005024,CLIENT-0118,ACC-000349,2024-01-12,OUTBOUND,FX_TRANSFER,USD,13343.10,IE,SETTLED
PAY-00005025,CLIENT-0128,ACC-000380,2024-11-08,OUTBOUND,SEPA,USD,7806.31,IN,SETTLED
PAY-00005026,CLIENT-0283,ACC-000839,2025-10-12,OUTBOUND,FX_TRANSFER,GBP,74187.06,JP,SETTLED
PAY-00005027,CLIENT-0115,ACC-000337,2024-12-26,INBOUND,REAL_TIME_PAYMENT,SGD,225.68,MX,SETTLED
PAY-00005028,CLIENT-0220,ACC-000657,2026-07-30,INBOUND,WIRE,USD,246453.54,SG,PENDING
PAY-00005029,CLIENT-0421,ACC-001244,2026-01-19,INBOUND,WIRE,EUR,102240.91,CA,SETTLED
PAY-00005030,CLIENT-0089,ACC-000252,2026-06-24,INBOUND,SWIFT,USD,87369.10,SG,SETTLED
PAY-00005031,CLIENT-0495,ACC-001476,2026-02-20,OUTBOUND,SWIFT,USD,3498.75,SG,SETTLED
PAY-00005032,CLIENT-0116,ACC-000340,2025-09-24,INBOUND,CARD,SGD,2771.12,AU,SETTLED
PAY-00005033,CLIENT-0467,ACC-001385,2026-07-11,INBOUND,SWIFT,USD,11607.36,AU,SETTLED
PAY-00005034,CLIENT-0120,ACC-000351,2026-05-08,INBOUND,FX_TRANSFER,CHF,106679.46,AE,SETTLED
PAY-00005035,CLIENT-0416,ACC-001229,2025-03-01,OUTBOUND,CARD,USD,102795.70,IN,SETTLED
PAY-00005036,CLIENT-0237,ACC-000712,2026-07-16,INBOUND,WIRE,USD,52425.49,FR,SETTLED
PAY-00005037,CLIENT-0486,ACC-001445,2025-08-19,OUTBOUND,FX_TRANSFER,USD,139948.32,DE,SETTLED
PAY-00005038,CLIENT-0073,ACC-000202,2024-07-30,OUTBOUND,SEPA,USD,1954.36,MX,SETTLED
PAY-00005039,CLIENT-0353,ACC-001037,2026-03-31,OUTBOUND,CARD,USD,5419.61,MX,SETTLED
PAY-00005040,CLIENT-0421,ACC-001245,2026-02-19,OUTBOUND,CARD,USD,36762.89,JP,SETTLED
PAY-00005041,CLIENT-0411,ACC-001210,2026-07-01,INBOUND,REAL_TIME_PAYMENT,USD,80577.62,GB,PENDING
PAY-00005042,CLIENT-0112,ACC-000323,2026-05-18,OUTBOUND,SEPA,EUR,149499.75,US,SETTLED
PAY-00005043,CLIENT-0064,ACC-000176,2024-03-02,OUTBOUND,WIRE,USD,118714.36,CH,SETTLED
PAY-00005044,CLIENT-0106,ACC-000302,2025-07-21,OUTBOUND,REAL_TIME_PAYMENT,USD,223430.71,JP,SETTLED
PAY-00005045,CLIENT-0089,ACC-000252,2026-03-27,OUTBOUND,FX_TRANSFER,USD,247219.93,AU,SETTLED
PAY-00005046,CLIENT-0017,ACC-000043,2025-09-15,OUTBOUND,SEPA,CAD,6598.60,CA,SETTLED
PAY-00005047,CLIENT-0488,ACC-001454,2025-06-15,INBOUND,BOOK_TRANSFER,USD,218369.71,CA,SETTLED
PAY-00005048,CLIENT-0057,ACC-000160,2026-01-22,INBOUND,BOOK_TRANSFER,SGD,14977.21,AE,SETTLED
PAY-00005049,CLIENT-0062,ACC-000170,2026-07-13,OUTBOUND,ACH,USD,45945.15,JP,PENDING
PAY-00005050,CLIENT-0262,ACC-000787,2026-06-25,INBOUND,SEPA,USD,5507.77,IN,SETTLED
PAY-00005051,CLIENT-0458,ACC-001354,2024-05-01,INBOUND,SEPA,USD,148180.95,FR,SETTLED
PAY-00005052,CLIENT-0236,ACC-000709,2026-05-21,OUTBOUND,BOOK_TRANSFER,USD,6293.26,AE,SETTLED
PAY-00005053,CLIENT-0192,ACC-000571,2026-05-06,OUTBOUND,SWIFT,USD,105706.12,CA,SETTLED
PAY-00005054,CLIENT-0475,ACC-001406,2025-06-20,INBOUND,REAL_TIME_PAYMENT,USD,39128.69,BR,SETTLED
PAY-00005055,CLIENT-0162,ACC-000492,2026-07-10,INBOUND,REAL_TIME_PAYMENT,EUR,12620.91,GB,SETTLED
PAY-00005056,CLIENT-0431,ACC-001270,2026-01-23,OUTBOUND,REAL_TIME_PAYMENT,USD,4346.82,CH,SETTLED
PAY-00005057,CLIENT-0456,ACC-001345,2025-08-18,OUTBOUND,SEPA,USD,155394.80,SG,SETTLED
PAY-00005058,CLIENT-0163,ACC-000494,2025-10-30,OUTBOUND,WIRE,USD,111962.53,JP,SETTLED
PAY-00005059,CLIENT-0366,ACC-001069,2024-10-22,INBOUND,BOOK_TRANSFER,EUR,164159.60,DE,SETTLED
PAY-00005060,CLIENT-0103,ACC-000292,2024-12-13,INBOUND,SWIFT,USD,158562.09,DE,SETTLED
PAY-00005061,CLIENT-0233,ACC-000696,2025-04-01,INBOUND,FX_TRANSFER,AUD,13510.65,SG,SETTLED
PAY-00005062,CLIENT-0092,ACC-000262,2026-02-01,OUTBOUND,BOOK_TRANSFER,USD,81646.21,BR,SETTLED
PAY-00005063,CLIENT-0015,ACC-000036,2025-11-22,OUTBOUND,CARD,USD,30360.74,AU,SETTLED
PAY-00005064,CLIENT-0276,ACC-000826,2025-06-30,OUTBOUND,CARD,USD,87911.76,US,SETTLED
PAY-00005065,CLIENT-0476,ACC-001409,2025-11-21,OUTBOUND,FX_TRANSFER,USD,134483.17,US,RETURNED
PAY-00005066,CLIENT-0062,ACC-000171,2026-02-14,OUTBOUND,REAL_TIME_PAYMENT,EUR,147610.64,FR,RETURNED
PAY-00005067,CLIENT-0346,ACC-001014,2024-09-09,OUTBOUND,FX_TRANSFER,AUD,177295.84,BR,SETTLED
PAY-00005068,CLIENT-0196,ACC-000581,2024-11-04,INBOUND,ACH,USD,120508.43,AU,SETTLED
PAY-00005069,CLIENT-0066,ACC-000182,2024-07-20,OUTBOUND,REAL_TIME_PAYMENT,MXN,243419.26,IN,SETTLED
PAY-00005070,CLIENT-0476,ACC-001408,2025-01-15,OUTBOUND,SEPA,USD,198431.24,DE,SETTLED
PAY-00005071,CLIENT-0135,ACC-000401,2025-04-06,OUTBOUND,SWIFT,CAD,6457.69,AE,SETTLED
PAY-00005072,CLIENT-0053,ACC-000146,2024-11-06,INBOUND,WIRE,MXN,188865.96,AE,SETTLED
PAY-00005073,CLIENT-0015,ACC-000034,2026-05-07,OUTBOUND,FX_TRANSFER,USD,175366.75,FR,SETTLED
PAY-00005074,CLIENT-0328,ACC-000964,2026-07-03,OUTBOUND,REAL_TIME_PAYMENT,USD,24795.52,CA,SETTLED
PAY-00005075,CLIENT-0338,ACC-000986,2026-03-11,OUTBOUND,REAL_TIME_PAYMENT,USD,8476.96,JP,SETTLED
PAY-00005076,CLIENT-0415,ACC-001225,2026-07-19,INBOUND,FX_TRANSFER,USD,9161.35,IE,SETTLED
PAY-00005077,CLIENT-0484,ACC-001437,2026-03-20,OUTBOUND,SWIFT,USD,72910.07,NL,SETTLED
PAY-00005078,CLIENT-0467,ACC-001383,2024-01-22,OUTBOUND,SEPA,USD,2041.98,NL,SETTLED
PAY-00005079,CLIENT-0051,ACC-000142,2026-05-22,INBOUND,WIRE,USD,52078.96,IE,PENDING
PAY-00005080,CLIENT-0416,ACC-001227,2026-01-09,OUTBOUND,REAL_TIME_PAYMENT,USD,90294.07,CH,SETTLED
PAY-00005081,CLIENT-0145,ACC-000434,2026-04-29,OUTBOUND,WIRE,USD,51916.45,MX,SETTLED
PAY-00005082,CLIENT-0210,ACC-000627,2026-02-03,INBOUND,BOOK_TRANSFER,USD,106580.20,SG,SETTLED
PAY-00005083,CLIENT-0153,ACC-000460,2026-03-04,INBOUND,SEPA,USD,222983.53,IE,SETTLED
PAY-00005084,CLIENT-0489,ACC-001457,2026-02-17,OUTBOUND,FX_TRANSFER,EUR,244400.99,IE,SETTLED
PAY-00005085,CLIENT-0091,ACC-000258,2025-09-02,OUTBOUND,WIRE,SGD,6633.42,AE,PENDING
PAY-00005086,CLIENT-0244,ACC-000735,2025-06-18,OUTBOUND,BOOK_TRANSFER,EUR,11491.75,IE,SETTLED
PAY-00005087,CLIENT-0464,ACC-001368,2026-07-21,OUTBOUND,SEPA,USD,95331.97,BR,SETTLED
PAY-00005088,CLIENT-0334,ACC-000978,2025-10-28,OUTBOUND,FX_TRANSFER,USD,88696.06,IN,SETTLED
PAY-00005089,CLIENT-0018,ACC-000047,2024-08-12,OUTBOUND,FX_TRANSFER,SGD,54451.26,AE,SETTLED
PAY-00005090,CLIENT-0341,ACC-000998,2026-07-01,OUTBOUND,FX_TRANSFER,USD,9078.58,AU,SETTLED
PAY-00005091,CLIENT-0382,ACC-001111,2026-03-28,INBOUND,CARD,USD,150615.80,AU,SETTLED
PAY-00005092,CLIENT-0343,ACC-001006,2026-05-26,OUTBOUND,CARD,USD,234198.67,FR,SETTLED
PAY-00005093,CLIENT-0406,ACC-001191,2026-07-16,INBOUND,SWIFT,USD,84812.38,DE,SETTLED
PAY-00005094,CLIENT-0172,ACC-000523,2024-11-06,OUTBOUND,SWIFT,USD,27759.59,SG,SETTLED
PAY-00005095,CLIENT-0431,ACC-001273,2026-03-18,INBOUND,REAL_TIME_PAYMENT,USD,4886.43,MX,SETTLED
PAY-00005096,CLIENT-0093,ACC-000264,2024-08-15,OUTBOUND,SEPA,USD,201750.67,GB,SETTLED
PAY-00005097,CLIENT-0298,ACC-000881,2026-04-11,INBOUND,SEPA,USD,413.31,IN,SETTLED
PAY-00005098,CLIENT-0207,ACC-000616,2024-01-16,INBOUND,FX_TRANSFER,EUR,3512.07,FR,SETTLED
PAY-00005099,CLIENT-0413,ACC-001217,2024-08-03,OUTBOUND,SEPA,EUR,16725.33,IN,SETTLED
PAY-00005100,CLIENT-0237,ACC-000710,2026-05-14,OUTBOUND,FX_TRANSFER,USD,167842.69,GB,SETTLED
PAY-00005101,CLIENT-0131,ACC-000389,2024-05-04,OUTBOUND,WIRE,AUD,8876.47,IE,SETTLED
PAY-00005102,CLIENT-0224,ACC-000669,2025-03-30,OUTBOUND,FX_TRANSFER,USD,14633.08,NL,SETTLED
PAY-00005103,CLIENT-0198,ACC-000593,2026-03-02,INBOUND,CARD,GBP,1384.61,IE,SETTLED
PAY-00005104,CLIENT-0229,ACC-000684,2025-01-08,INBOUND,WIRE,USD,138353.09,CA,PENDING
PAY-00005105,CLIENT-0400,ACC-001172,2026-06-27,INBOUND,REAL_TIME_PAYMENT,USD,142092.66,NL,SETTLED
PAY-00005106,CLIENT-0389,ACC-001131,2025-03-11,INBOUND,FX_TRANSFER,USD,3584.10,CA,SETTLED
PAY-00005107,CLIENT-0467,ACC-001383,2024-04-03,INBOUND,SEPA,USD,1369.88,JP,SETTLED
PAY-00005108,CLIENT-0037,ACC-000098,2025-12-19,OUTBOUND,FX_TRANSFER,USD,2846.39,MX,SETTLED
PAY-00005109,CLIENT-0049,ACC-000135,2026-07-20,OUTBOUND,WIRE,USD,52166.19,CH,SETTLED
PAY-00005110,CLIENT-0261,ACC-000782,2025-08-03,OUTBOUND,REAL_TIME_PAYMENT,BRL,200121.79,FR,SETTLED
PAY-00005111,CLIENT-0238,ACC-000718,2025-03-27,OUTBOUND,BOOK_TRANSFER,USD,139908.07,JP,SETTLED
PAY-00005112,CLIENT-0205,ACC-000613,2025-05-30,INBOUND,CARD,USD,8271.68,FR,SETTLED
PAY-00005113,CLIENT-0418,ACC-001234,2026-05-10,OUTBOUND,BOOK_TRANSFER,USD,44704.13,JP,SETTLED
PAY-00005114,CLIENT-0385,ACC-001119,2026-03-31,OUTBOUND,REAL_TIME_PAYMENT,CAD,97542.37,JP,SETTLED
PAY-00005115,CLIENT-0395,ACC-001152,2025-09-29,OUTBOUND,ACH,USD,142239.31,DE,SETTLED
PAY-00005116,CLIENT-0183,ACC-000550,2024-09-30,OUTBOUND,BOOK_TRANSFER,USD,13929.46,AE,SETTLED
PAY-00005117,CLIENT-0431,ACC-001272,2024-10-12,OUTBOUND,SWIFT,USD,1967.45,AU,SETTLED
PAY-00005118,CLIENT-0477,ACC-001412,2025-09-17,OUTBOUND,SWIFT,USD,10319.83,CA,SETTLED
PAY-00005119,CLIENT-0201,ACC-000604,2026-05-18,OUTBOUND,SWIFT,USD,4513.23,BR,SETTLED
PAY-00005120,CLIENT-0009,ACC-000017,2026-01-25,OUTBOUND,ACH,JPY,8022.68,IE,SETTLED
PAY-00005121,CLIENT-0352,ACC-001034,2024-09-10,INBOUND,SWIFT,BRL,113858.36,AE,SETTLED
PAY-00005122,CLIENT-0266,ACC-000796,2026-05-26,OUTBOUND,REAL_TIME_PAYMENT,EUR,11296.09,AU,SETTLED
PAY-00005123,CLIENT-0053,ACC-000147,2025-04-22,OUTBOUND,ACH,USD,138284.88,AE,SETTLED
PAY-00005124,CLIENT-0230,ACC-000686,2025-10-05,OUTBOUND,REAL_TIME_PAYMENT,JPY,133445.98,GB,SETTLED
PAY-00005125,CLIENT-0062,ACC-000171,2025-09-01,OUTBOUND,FX_TRANSFER,EUR,66773.62,IN,SETTLED
PAY-00005126,CLIENT-0483,ACC-001432,2026-03-14,OUTBOUND,BOOK_TRANSFER,USD,9944.30,BR,SETTLED
PAY-00005127,CLIENT-0323,ACC-000948,2024-05-02,OUTBOUND,SWIFT,CAD,73412.10,IE,SETTLED
PAY-00005128,CLIENT-0277,ACC-000827,2026-01-13,INBOUND,WIRE,CAD,5729.32,BR,SETTLED
PAY-00005129,CLIENT-0302,ACC-000889,2026-06-09,INBOUND,WIRE,EUR,42338.51,CA,SETTLED
PAY-00005130,CLIENT-0401,ACC-001174,2026-02-15,OUTBOUND,WIRE,EUR,10656.27,BR,RETURNED
PAY-00005131,CLIENT-0267,ACC-000797,2024-08-04,OUTBOUND,ACH,USD,14164.49,IN,PENDING
PAY-00005132,CLIENT-0483,ACC-001435,2026-01-11,OUTBOUND,CARD,CAD,12164.96,FR,PENDING
PAY-00005133,CLIENT-0166,ACC-000502,2024-11-14,INBOUND,FX_TRANSFER,USD,170771.77,SG,SETTLED
PAY-00005134,CLIENT-0020,ACC-000055,2026-07-10,OUTBOUND,CARD,USD,236091.56,AU,SETTLED
PAY-00005135,CLIENT-0392,ACC-001138,2026-06-14,INBOUND,REAL_TIME_PAYMENT,USD,211171.44,CH,PENDING
PAY-00005136,CLIENT-0020,ACC-000054,2026-07-21,OUTBOUND,ACH,USD,176879.59,AU,SETTLED
PAY-00005137,CLIENT-0125,ACC-000374,2025-05-14,OUTBOUND,REAL_TIME_PAYMENT,USD,211075.56,AU,SETTLED
PAY-00005138,CLIENT-0095,ACC-000269,2026-07-13,OUTBOUND,SWIFT,USD,83077.66,BR,SETTLED
PAY-00005139,CLIENT-0265,ACC-000793,2026-07-13,OUTBOUND,ACH,USD,153543.42,FR,SETTLED
PAY-00005140,CLIENT-0367,ACC-001072,2024-10-26,OUTBOUND,WIRE,GBP,121940.51,JP,SETTLED
PAY-00005141,CLIENT-0467,ACC-001384,2025-05-17,INBOUND,SWIFT,USD,8131.50,GB,SETTLED
PAY-00005142,CLIENT-0435,ACC-001282,2026-07-18,OUTBOUND,FX_TRANSFER,SGD,5844.60,AU,PENDING
PAY-00005143,CLIENT-0242,ACC-000728,2024-06-24,OUTBOUND,ACH,USD,150487.43,BR,SETTLED
PAY-00005144,CLIENT-0415,ACC-001225,2025-11-06,INBOUND,CARD,USD,8478.40,FR,SETTLED
PAY-00005145,CLIENT-0368,ACC-001074,2024-06-21,INBOUND,ACH,USD,223332.88,AU,SETTLED
PAY-00005146,CLIENT-0062,ACC-000169,2026-06-18,INBOUND,CARD,EUR,35944.43,IE,SETTLED
PAY-00005147,CLIENT-0421,ACC-001244,2025-12-13,OUTBOUND,SWIFT,EUR,187013.34,NL,SETTLED
PAY-00005148,CLIENT-0062,ACC-000173,2026-06-07,OUTBOUND,REAL_TIME_PAYMENT,INR,71584.42,AE,SETTLED
PAY-00005149,CLIENT-0159,ACC-000481,2025-08-17,INBOUND,REAL_TIME_PAYMENT,USD,115340.16,MX,SETTLED
PAY-00005150,CLIENT-0477,ACC-001411,2026-04-01,OUTBOUND,SEPA,USD,4699.97,JP,REJECTED
PAY-00005151,CLIENT-0480,ACC-001424,2025-12-29,OUTBOUND,REAL_TIME_PAYMENT,MXN,6573.27,MX,SETTLED
PAY-00005152,CLIENT-0011,ACC-000023,2026-05-31,INBOUND,ACH,USD,10632.88,IN,SETTLED
PAY-00005153,CLIENT-0405,ACC-001189,2026-01-31,OUTBOUND,REAL_TIME_PAYMENT,AUD,177713.49,FR,SETTLED
PAY-00005154,CLIENT-0145,ACC-000432,2025-12-10,INBOUND,SEPA,USD,165951.65,MX,SETTLED
PAY-00005155,CLIENT-0247,ACC-000743,2026-06-12,INBOUND,REAL_TIME_PAYMENT,MXN,154716.34,NL,SETTLED
PAY-00005156,CLIENT-0341,ACC-000998,2026-07-14,INBOUND,CARD,USD,2328.90,JP,RETURNED
PAY-00005157,CLIENT-0455,ACC-001341,2026-04-21,INBOUND,CARD,SGD,31845.86,CH,SETTLED
PAY-00005158,CLIENT-0470,ACC-001390,2026-03-12,OUTBOUND,SWIFT,INR,12397.88,CA,SETTLED
PAY-00005159,CLIENT-0220,ACC-000655,2026-06-29,OUTBOUND,SWIFT,USD,224523.10,IE,SETTLED
PAY-00005160,CLIENT-0490,ACC-001465,2024-02-16,INBOUND,BOOK_TRANSFER,BRL,1566.31,NL,SETTLED
PAY-00005161,CLIENT-0448,ACC-001320,2024-06-04,OUTBOUND,ACH,EUR,245723.70,SG,SETTLED
PAY-00005162,CLIENT-0418,ACC-001234,2026-06-07,INBOUND,REAL_TIME_PAYMENT,USD,188912.10,SG,SETTLED
PAY-00005163,CLIENT-0252,ACC-000757,2024-08-26,OUTBOUND,WIRE,USD,2132.96,AE,SETTLED
PAY-00005164,CLIENT-0486,ACC-001446,2026-03-31,OUTBOUND,SWIFT,USD,27911.66,AE,SETTLED
PAY-00005165,CLIENT-0031,ACC-000087,2026-06-12,INBOUND,SWIFT,EUR,200670.30,GB,SETTLED
PAY-00005166,CLIENT-0131,ACC-000389,2025-11-21,INBOUND,REAL_TIME_PAYMENT,AUD,73378.30,MX,SETTLED
PAY-00005167,CLIENT-0121,ACC-000356,2024-08-22,OUTBOUND,BOOK_TRANSFER,USD,386.13,BR,SETTLED
PAY-00005168,CLIENT-0379,ACC-001101,2025-06-02,OUTBOUND,ACH,EUR,11993.59,MX,SETTLED
PAY-00005169,CLIENT-0463,ACC-001365,2025-10-31,OUTBOUND,SEPA,EUR,9373.22,CA,SETTLED
PAY-00005170,CLIENT-0105,ACC-000298,2026-04-10,INBOUND,REAL_TIME_PAYMENT,SGD,6309.78,AU,SETTLED
PAY-00005171,CLIENT-0372,ACC-001085,2026-01-02,INBOUND,SWIFT,EUR,55.60,DE,SETTLED
PAY-00005172,CLIENT-0010,ACC-000021,2024-06-21,OUTBOUND,CARD,CAD,226982.58,MX,SETTLED
PAY-00005173,CLIENT-0419,ACC-001241,2025-07-02,OUTBOUND,FX_TRANSFER,GBP,48289.88,DE,SETTLED
PAY-00005174,CLIENT-0487,ACC-001450,2026-01-15,INBOUND,ACH,USD,110205.78,FR,SETTLED
PAY-00005175,CLIENT-0375,ACC-001091,2026-07-23,OUTBOUND,CARD,USD,204455.95,NL,PENDING
PAY-00005176,CLIENT-0228,ACC-000679,2025-04-02,OUTBOUND,SEPA,USD,69772.98,FR,SETTLED
PAY-00005177,CLIENT-0438,ACC-001294,2024-03-12,OUTBOUND,SWIFT,USD,106202.57,US,SETTLED
PAY-00005178,CLIENT-0086,ACC-000243,2026-02-20,OUTBOUND,REAL_TIME_PAYMENT,JPY,9086.45,DE,SETTLED
PAY-00005179,CLIENT-0223,ACC-000667,2025-10-25,INBOUND,ACH,USD,211067.87,CA,SETTLED
PAY-00005180,CLIENT-0074,ACC-000208,2025-12-18,OUTBOUND,FX_TRANSFER,USD,16151.23,AU,RETURNED
PAY-00005181,CLIENT-0025,ACC-000069,2025-05-12,INBOUND,ACH,USD,12288.86,IN,SETTLED
PAY-00005182,CLIENT-0345,ACC-001009,2025-07-14,OUTBOUND,CARD,USD,8523.82,JP,SETTLED
PAY-00005183,CLIENT-0261,ACC-000784,2025-11-16,INBOUND,BOOK_TRANSFER,GBP,138660.50,MX,SETTLED
PAY-00005184,CLIENT-0440,ACC-001299,2026-01-06,INBOUND,REAL_TIME_PAYMENT,CAD,4840.71,AE,SETTLED
PAY-00005185,CLIENT-0055,ACC-000156,2025-12-22,OUTBOUND,WIRE,BRL,101.46,JP,SETTLED
PAY-00005186,CLIENT-0339,ACC-000991,2026-07-26,INBOUND,FX_TRANSFER,USD,78703.06,AU,SETTLED
PAY-00005187,CLIENT-0460,ACC-001359,2025-06-16,OUTBOUND,SWIFT,USD,15063.46,CH,SETTLED
PAY-00005188,CLIENT-0326,ACC-000956,2026-06-06,INBOUND,SEPA,USD,204811.50,FR,SETTLED
PAY-00005189,CLIENT-0025,ACC-000068,2025-07-17,OUTBOUND,REAL_TIME_PAYMENT,JPY,123740.26,NL,SETTLED
PAY-00005190,CLIENT-0112,ACC-000324,2026-03-12,INBOUND,BOOK_TRANSFER,USD,167997.07,DE,REJECTED
PAY-00005191,CLIENT-0020,ACC-000054,2026-07-04,OUTBOUND,ACH,USD,188921.35,DE,SETTLED
PAY-00005192,CLIENT-0486,ACC-001447,2024-02-05,OUTBOUND,SEPA,CHF,221321.29,SG,PENDING
PAY-00005193,CLIENT-0212,ACC-000631,2025-04-28,INBOUND,CARD,USD,12272.36,US,SETTLED
PAY-00005194,CLIENT-0020,ACC-000055,2026-07-16,INBOUND,SWIFT,USD,59612.26,CH,SETTLED
PAY-00005195,CLIENT-0163,ACC-000494,2026-04-27,INBOUND,FX_TRANSFER,USD,9629.85,US,PENDING
PAY-00005196,CLIENT-0485,ACC-001439,2026-07-19,INBOUND,SWIFT,BRL,3180.36,CA,SETTLED
PAY-00005197,CLIENT-0009,ACC-000016,2026-05-23,INBOUND,ACH,JPY,3733.43,JP,SETTLED
PAY-00005198,CLIENT-0392,ACC-001142,2026-01-09,OUTBOUND,FX_TRANSFER,USD,190481.74,MX,SETTLED
PAY-00005199,CLIENT-0059,ACC-000163,2026-06-09,INBOUND,WIRE,MXN,153763.95,BR,SETTLED
PAY-00005200,CLIENT-0120,ACC-000351,2026-07-14,OUTBOUND,CARD,CHF,103879.09,BR,SETTLED
PAY-00005201,CLIENT-0317,ACC-000933,2025-05-16,INBOUND,FX_TRANSFER,EUR,1417.16,MX,SETTLED
PAY-00005202,CLIENT-0299,ACC-000883,2025-04-01,OUTBOUND,REAL_TIME_PAYMENT,EUR,200315.52,SG,SETTLED
PAY-00005203,CLIENT-0215,ACC-000642,2026-06-15,INBOUND,WIRE,EUR,6671.10,GB,SETTLED
PAY-00005204,CLIENT-0417,ACC-001233,2026-02-16,OUTBOUND,SEPA,JPY,33979.63,GB,SETTLED
PAY-00005205,CLIENT-0435,ACC-001285,2025-04-24,INBOUND,BOOK_TRANSFER,USD,10557.74,CH,SETTLED
PAY-00005206,CLIENT-0383,ACC-001114,2025-08-06,INBOUND,CARD,CHF,9919.97,BR,REJECTED
PAY-00005207,CLIENT-0299,ACC-000883,2026-01-06,INBOUND,ACH,EUR,89770.97,JP,PENDING
PAY-00005208,CLIENT-0031,ACC-000087,2026-05-29,INBOUND,SWIFT,EUR,149349.60,DE,SETTLED
PAY-00005209,CLIENT-0471,ACC-001396,2024-03-16,OUTBOUND,SWIFT,EUR,164842.77,AU,SETTLED
PAY-00005210,CLIENT-0253,ACC-000759,2025-07-12,OUTBOUND,WIRE,USD,232188.26,JP,SETTLED
PAY-00005211,CLIENT-0306,ACC-000903,2025-10-16,OUTBOUND,ACH,EUR,3795.52,AE,SETTLED
PAY-00005212,CLIENT-0279,ACC-000831,2026-07-01,OUTBOUND,REAL_TIME_PAYMENT,USD,112898.53,BR,SETTLED
PAY-00005213,CLIENT-0311,ACC-000918,2025-10-31,OUTBOUND,FX_TRANSFER,USD,185086.74,JP,SETTLED
PAY-00005214,CLIENT-0436,ACC-001289,2026-07-19,OUTBOUND,ACH,BRL,146417.64,IE,RETURNED
PAY-00005215,CLIENT-0214,ACC-000638,2026-04-12,INBOUND,FX_TRANSFER,BRL,20215.77,AE,SETTLED
PAY-00005216,CLIENT-0297,ACC-000877,2025-03-07,INBOUND,CARD,USD,234589.22,AE,SETTLED
PAY-00005217,CLIENT-0368,ACC-001073,2024-04-20,INBOUND,SEPA,USD,16056.69,GB,SETTLED
PAY-00005218,CLIENT-0340,ACC-000992,2026-05-01,INBOUND,CARD,USD,4056.13,CA,SETTLED
PAY-00005219,CLIENT-0125,ACC-000374,2025-04-26,OUTBOUND,SEPA,USD,50909.51,IE,SETTLED
PAY-00005220,CLIENT-0371,ACC-001081,2026-03-24,OUTBOUND,ACH,CAD,10093.32,NL,SETTLED
PAY-00005221,CLIENT-0074,ACC-000206,2025-09-02,OUTBOUND,SEPA,USD,193029.23,JP,SETTLED
PAY-00005222,CLIENT-0070,ACC-000194,2026-03-02,OUTBOUND,CARD,USD,239084.28,NL,SETTLED
PAY-00005223,CLIENT-0197,ACC-000588,2026-01-23,INBOUND,SWIFT,USD,162296.55,NL,SETTLED
PAY-00005224,CLIENT-0304,ACC-000893,2025-10-13,INBOUND,ACH,USD,14241.36,IE,SETTLED
PAY-00005225,CLIENT-0036,ACC-000096,2024-10-13,INBOUND,WIRE,USD,11764.74,AU,SETTLED
PAY-00005226,CLIENT-0365,ACC-001067,2024-11-19,INBOUND,FX_TRANSFER,JPY,9583.90,FR,SETTLED
PAY-00005227,CLIENT-0110,ACC-000317,2026-07-01,INBOUND,REAL_TIME_PAYMENT,USD,6711.76,BR,SETTLED
PAY-00005228,CLIENT-0253,ACC-000760,2025-04-23,OUTBOUND,REAL_TIME_PAYMENT,USD,236866.62,SG,SETTLED
PAY-00005229,CLIENT-0370,ACC-001080,2025-11-16,INBOUND,WIRE,USD,76644.41,CA,PENDING
PAY-00005230,CLIENT-0262,ACC-000788,2025-11-22,OUTBOUND,SWIFT,USD,479.41,FR,SETTLED
PAY-00005231,CLIENT-0378,ACC-001098,2025-12-04,OUTBOUND,CARD,USD,194898.55,SG,SETTLED
PAY-00005232,CLIENT-0031,ACC-000084,2025-03-20,OUTBOUND,BOOK_TRANSFER,EUR,215721.44,AE,SETTLED
PAY-00005233,CLIENT-0263,ACC-000789,2025-02-01,OUTBOUND,BOOK_TRANSFER,USD,6019.77,AE,SETTLED
PAY-00005234,CLIENT-0155,ACC-000468,2025-11-12,OUTBOUND,SWIFT,JPY,86472.03,GB,SETTLED
PAY-00005235,CLIENT-0080,ACC-000223,2025-05-06,OUTBOUND,FX_TRANSFER,SGD,46518.48,CH,SETTLED
PAY-00005236,CLIENT-0132,ACC-000393,2025-05-06,INBOUND,SWIFT,USD,12967.70,US,SETTLED
PAY-00005237,CLIENT-0180,ACC-000543,2025-08-16,OUTBOUND,SWIFT,USD,177882.43,CH,SETTLED
